Offense Category,"Age: 10 and
Under",Age: 11−15,Age: 16−20,Age: 21−25,Age: 26−30,Age: 31−35,Age: 36−40,Age: 41−45,Age: 46−50,Age: 51−55,Age: 56−60,Age: 61−65,"Age: 66 and
Over","Age: Unknown
Age"
Crimes Against Property,16083.0,41122.0,295608.0,634988.0,700752.0,708873.0,646577.0,570308.0,496736.0,479115.0,454947.0,382951.0,722175.0,108637.0
